Term_Key,Language_0 (CN),Language_1 (EN),Language_2 (JP),Language_3 (RU),Korean
Talk/959,刀枪不入，万法不侵……,"Invulnerable to steel, impervious to spells...",刀も槍も、法術も効かぬ…,"Неуязвим для стали, невосприимчив к заклинаниям...","도창불입, 만법불침..."
Talk/960,抵御……一切！,Defend... against all!,すべてを…防ぐ！,Защитить... от всего!,모든 것을... 막아내라!
Talk/961,神明的时代已经过去了，尸姬大人……,"The age of deities is gone, Lady Zombie...",神の時代は終わったのだ、屍姫さま…,"Эпоха божеств миновала, Леди-зомби...","신명의 시대는 이미 지났습니다, 시희님..."
Talk/962,可笑，你说过去，便过去了？我何时应允过？,"How laughable. You say it's over, and it's over? When did I ever give my consent?",笑わせないで、あなたが終わったと言えば、終わるの？私は許した覚えがないわ。,"Как смешно. Ты говоришь, что все кончено, и оно кончено? Когда это я давала согласие?",가소롭구나. 네가 지났다고 하면 지나는 것이냐? 내가 언제 허락했더냐?
Talk/963,未来是属于凡人的……,The future belongs to mortals...,未来は凡人のものだ…,Будущее принадлежит смертным...,미래는 범인들의 것입니다...
Talk/964,你们这些凡人……倒是会给自己找理由……,You mortals... always quick to find excuses...,あなたたち凡人は…都合のいい理由を探すのはうまいわね…,"Вы, смертные... всегда быстры на отговорки...",너희 범인들은... 핑계 하나는 잘도 찾아내는구나...
Talk/965,既然你这么信未来，那今日，我便是未来！,"If it is the future you believe in, then today, I shall be that future!",あなたがそれほど未来を信じるなら、今日、私が未来よ！,"Если это будущее, в которое ты веришь, — то сегодня я и стану этим будущим!","네가 그리도 미래를 믿는다면, 오늘, 내가 곧 미래가 되어주마!"
Talk/966,日轮，诛邪退散,"Solar sphere, exorcise the wicked",日輪、邪を祓え…,"Солнечная сфера, изгони нечисть","일륜, 사악한 것은 물러가라"
Talk/967,月轮，万物滋生……,"Lunar sphere, nurture all life...",月輪、万物を繁栄させよ…,"Лунная сфера, взрасти все живое...","월륜, 만물이 자라나니..."
Talk/968,尸姬大人，未来……是凡人的……,"Lady Zombie, the future... belongs to mortals...",屍姫さま、未来は…凡人のものだ…,"Леди-зомби, будущее... принадлежит смертным...","시희님, 미래는... 범인의 것입니다..."
Talk/969,日月轮转……唔……,The Solar and Lunar spheres turn in circles... hmm...,日月…巡る…うぐ…,Солнечная и лунная сферы вращаются по кругу... хм...,일월이 윤전하거늘... 으윽...
Talk/970,阴气汇聚，魂归尘土,"Yin energy gathers, souls return to dust",陰気集いて、魂、塵に還る…,"Энергия Инь собирается, души возвращаются во прах","음기가 모이니, 혼은 흙으로 돌아가라"
Talk/971,阳气升腾，万物复苏,"Yang energy rises, all things revive",陽気昇り、万物、蘇る…,"Энергия Ян восходит, все сущее оживает!","양기가 솟아오르니, 만물이 소생하리라"
Talk/972,旧神新事，此为一劫……,"Old deity, new tales, such is a tribulation...",旧神新事…これぞ一劫…,"Старое божество, новые сказания — таков уж он, час кары...","구신의 새로운 일, 이것 또한 하나의 겁이로다..."
Talk/973,哦？小家伙，你想挡我么？,"Oh? Little one, you wish to stand in my way?",あら？私の邪魔をするつもり？,"О? Малыш, ты хочешь встать у меня на пути?","오? 꼬맹아, 나를 막으려는 게냐?"
Talk/974,罢了……此劫，由我应下了……,"Very well... This tribulation, I shall bear it...",仕方ない…この劫は、私が背負おう…,Что ж... Эту кару я вынесу...,"됐다... 이 겁, 내가 받아주마..."
Talk/975,呵——以我之名，燃命问天……,"Hah—In my name, I burn my life to question the heavens...",ふっ…我が名において、命を燃やし、天に問う…,"Ха — Во имя свое я сжигаю свою жизнь, бросая вызов небесам...","하— 나의 이름으로, 생명을 태워 하늘에 묻노니..."
Talk/976,凡人之理，旧神之事，今日，了结于此！,"Mortals' way, deity's legacy, shall be settled here, today!",凡人の理も、旧神の業も、今日、尽きる！,"Путь смертных, наследие божества — все решится здесь, сегодня!","범인의 이치와 구신의 일을, 오늘, 여기서 끝내리라!"
Talk/977,尸姬大人，天门庙祝，请您，归天。,"My Lady, the Heavenly Gate Temple Priest, bids you return to the heavens...",屍姫さま、天門廟祝が天にお帰しします。,"Я, жрец Храма Небесных врат, велю тебе вернуться на небеса...","시희님, 천문묘축이 청하오니, 부디 승천하십시오."
Talk/978,啧，无聊，孩子们，把她撕碎,"Tsk, boring. Little ones, tear her apart",ちっ、つまらないわね。子どもたち、引き裂いてしまいなさい。,"Ц, скукота. Малыши, разорвите ее","쳇, 지루하구나. 얘들아, 저 계집을 찢어버려라."
Talk/979,气运，汇聚于此！,"Fortune, converge here!",気運…ここに集え！,"Фортуна, сойдись здесь!","기운이여, 이곳에 모여라!"
Talk/980,杀伐因果，自有庇佑……,"Karma and slaughter, grant your protection...",殺伐の因果、天が護らん！,"Карма и резня, даруйте свою защиту...","살벌의 인과에, 자비가 있기를..."
Talk/981,我为，天道……,"I, am the Way of Heaven...",私は、天道とならん…,Я — есть Путь небес...,"내가 곧, 천도니라..."
Talk/982,了解于此！,Settles here!,わかったぞ！,Решается здесь!,여기서 끝이다!
Talk/983,今朝昨日……归于尘土……,"The present, the bygone days... all to dust...",今も昔も…塵と帰す…,"Настоящее, минувшие дни... все во прах...",오늘도 어제도... 흙으로 돌아가리...
Talk/984,尸姬……,Lady Zombie...,屍姫…,Леди-зомби...,시희여...
Talk/985,牺牲祭祀，我等，可有少否？,Sacrifices and offerings... Have we ever failed you in our duty?,捧げものが、足りなかったか？,Жертвы и подношения... разве мы хоть раз пренебрегли своим долгом?,"희생 제사에, 우리들이 부족함이 있었던가?"
Talk/986,不曾。,You did not.,いいえ。,Не пренебрегали.,없었다.
Talk/987,灵牌香火，我等，可有少否？,Tablets and incense... Have we ever let them grow cold?,霊牌の香火は、不足していたか？,Таблички и благовония... разве мы давали им остыть?,"위패와 향화에, 우리들이 부족함이 있었던가?"
Talk/988,也不曾。,Neither.,いいえ。,Тоже нет.,그 또한 없었다.
Talk/989,人礼皆尽，尸姬大人何故屠戮生灵？,"We have fulfilled every rite of man, why then, my Lady, do you slaughter the living?",礼も尽くしたのに、なぜまだ命を刈るのだ、屍姫さま？,"Мы исполнили всякий людской обряд — отчего же, госпожа, ты губишь живых?","인간의 예는 다하였거늘, 시희님은 어찌하여 생령을 도륙하는 것인가?"
Talk/990,我玩腻了，凡人,"I simply grew bored, mortal",遊び飽きちゃったわ、凡人。,"Мне просто стало скучно, смертный","놀이는 이제 질렸다, 범인들아."
Talk/991,相比于活着的你们，我现在更喜欢永生不死僵尸……,"Compared to men who live, I now favor the eternal, undead zombies...",生きてるお前たちより、今は屍のほうが好きなのよ…,"Живым людям я ныне предпочитаю вечных, неумирающих зомби...","살아있는 너희들보다는, 이제 영생불사의 강시가 더 마음에 드는구나..."
